time,bits
2021-09-06 06:24:33,64330368
2021-09-06 06:25:03,34278920
2021-09-06 06:25:34,120423504
2021-09-06 06:26:03,47842096
2021-09-06 06:26:33,58846072
2021-09-06 06:27:03,131069944
2021-09-06 06:27:33,100131968
2021-09-06 06:28:03,63544256
2021-09-06 06:28:33,84540160
2021-09-06 06:29:03,29404952
2021-09-06 06:29:33,159768656
2021-09-06 06:30:03,14547712
2021-09-06 06:30:33,52489608
2021-09-06 06:31:33,105241280
2021-09-06 06:32:03,117059952
2021-09-06 06:32:33,133504080
2021-09-06 06:33:03,3703656
2021-09-06 06:33:33,5780032
2021-09-06 06:34:03,532136
2021-09-06 06:34:33,507712
2021-09-06 06:35:03,632448
2021-09-06 06:35:33,587264
2021-09-06 06:36:03,501024
2021-09-06 06:36:33,1279896
2021-09-06 06:37:03,924568
2021-09-06 06:37:33,496296
2021-09-06 06:38:03,1098528
2021-09-06 06:38:33,509608
2021-09-06 06:39:04,508464
2021-09-06 06:39:33,657016
2021-09-06 06:40:03,544480
2021-09-06 06:40:33,502448
2021-09-06 06:41:03,512864
2021-09-06 06:41:33,994120
2021-09-06 06:42:03,536544
2021-09-06 06:42:33,513576
2021-09-06 06:43:03,556464
2021-09-06 06:43:33,504600
2021-09-06 06:44:03,507992
2021-09-06 06:44:33,1181784
2021-09-06 06:45:03,493056
2021-09-06 06:45:33,519904
2021-09-06 06:46:03,515856
2021-09-06 06:46:33,495008
2021-09-06 06:47:03,506352
2021-09-06 06:47:33,552232
2021-09-06 06:48:03,2294720
2021-09-06 06:48:33,783672
2021-09-06 06:49:03,3200072
2021-09-06 06:49:33,488416
2021-09-06 06:50:03,493080
2021-09-06 06:50:33,2270256
2021-09-06 06:51:03,481456
2021-09-06 06:51:33,1091576
2021-09-06 06:52:03,468656
2021-09-06 06:52:33,481080
2021-09-06 06:53:03,490192
2021-09-06 06:53:33,479232
2021-09-06 06:54:04,465752
2021-09-06 06:54:33,482248
2021-09-06 06:55:03,470576
2021-09-06 06:55:33,1579512
2021-09-06 06:56:03,623768
2021-09-06 06:56:33,12040048
2021-09-06 06:57:03,31958272
2021-09-06 06:57:33,7037008
2021-09-06 06:58:03,559024
2021-09-06 06:58:33,609520
2021-09-06 06:59:03,1138296
2021-09-06 06:59:33,1579872
2021-09-06 07:00:03,11544192
2021-09-06 07:00:33,25221528
2021-09-06 07:01:03,2195576
2021-09-06 07:01:33,1296528
2021-09-06 07:02:03,5009552
2021-09-06 07:02:33,2356536
2021-09-06 07:03:03,2335088
2021-09-06 07:03:33,4503728
2021-09-06 07:04:03,2352832
2021-09-06 07:04:33,5331456
2021-09-06 07:05:03,1985152
2021-09-06 07:05:33,2694720
2021-09-06 07:06:03,3292728
2021-09-06 07:06:33,2988016
2021-09-06 07:07:03,2292768
2021-09-06 07:07:33,5576384
2021-09-06 07:08:03,2975600
2021-09-06 07:08:33,2921688
2021-09-06 07:09:03,601568
2021-09-06 07:09:33,476176
2021-09-06 07:10:04,461896
2021-09-06 07:10:33,1042728
2021-09-06 07:11:03,890288
2021-09-06 07:11:33,1366728
2021-09-06 07:12:03,692312
2021-09-06 07:12:33,3858880
2021-09-06 07:13:03,2061480
2021-09-06 07:13:33,20475480
2021-09-06 07:14:03,15097664
2021-09-06 07:14:33,4475968
2021-09-06 07:15:03,2750024
2021-09-06 07:15:33,8244048
2021-09-06 07:16:03,11655536
2021-09-06 07:16:33,480400
2021-09-06 07:17:03,456392
2021-09-06 07:17:33,432472
2021-09-06 07:18:03,5414680
2021-09-06 07:18:33,9534792
2021-09-06 07:19:03,886728
2021-09-06 07:19:34,466024
2021-09-06 07:20:03,16304112
2021-09-06 07:20:33,27898544
2021-09-06 07:21:03,525776
2021-09-06 07:21:33,1591984
2021-09-06 07:22:03,2517568
2021-09-06 07:22:33,1031376
2021-09-06 07:23:03,1998552
2021-09-06 07:23:33,528576
2021-09-06 07:24:03,457672
2021-09-06 07:24:33,1329208
2021-09-06 07:25:03,6842008
2021-09-06 07:25:33,3471936
2021-09-06 07:26:03,9747776
2021-09-06 07:26:33,2069544
2021-09-06 07:27:03,881216
2021-09-06 07:27:33,1011336
2021-09-06 07:28:03,862336
2021-09-06 07:28:33,11000424
2021-09-06 07:29:03,5758632
2021-09-06 07:29:33,38289064
2021-09-06 07:30:03,2875472
2021-09-06 07:30:33,13705656
2021-09-06 07:31:03,10163280
2021-09-06 07:31:33,7251472
2021-09-06 07:32:03,14520664
2021-09-06 07:32:33,5273200
2021-09-06 07:33:03,727192
2021-09-06 07:33:33,13349776
2021-09-06 07:34:03,32850792
2021-09-06 07:34:33,15035776
2021-09-06 07:35:03,1555088
2021-09-06 07:35:33,2936584
2021-09-06 07:36:03,51670832
2021-09-06 07:36:33,29624832
2021-09-06 07:37:03,15482760
2021-09-06 07:37:33,9692840
2021-09-06 07:38:03,15130536
2021-09-06 07:38:33,11359064
2021-09-06 07:39:33,187187592
2021-09-06 07:40:03,27171472
2021-09-06 07:40:33,176716776
2021-09-06 07:41:03,115541128
2021-09-06 07:41:33,163142184
2021-09-06 07:42:03,109275520
2021-09-06 07:42:33,12865720
2021-09-06 07:43:03,9775536
2021-09-06 07:43:33,9271496
2021-09-06 07:44:03,4613792
2021-09-06 07:44:33,1894680
2021-09-06 07:45:03,2132424
2021-09-06 07:45:33,8476512
2021-09-06 07:46:03,2818392
2021-09-06 07:46:33,3806176
2021-09-06 07:47:03,8163192
2021-09-06 07:47:33,10459488
2021-09-06 07:48:03,4742456
2021-09-06 07:48:33,3842784
2021-09-06 07:49:03,5678552
2021-09-06 07:49:33,5009848
2021-09-06 07:50:03,8609720
2021-09-06 07:50:33,687352
2021-09-06 07:51:03,1467048
2021-09-06 07:51:33,11332480
2021-09-06 07:52:03,16494472
2021-09-06 07:52:33,20373912
2021-09-06 07:53:03,21252032
2021-09-06 07:53:33,28995680
2021-09-06 07:54:03,10227104
2021-09-06 07:54:33,21379448
2021-09-06 07:55:03,17136736
2021-09-06 07:55:33,26954240
2021-09-06 07:56:33,33123848
2021-09-06 07:57:03,56513984
2021-09-06 07:57:33,35521392
2021-09-06 07:58:03,17586592
2021-09-06 07:58:33,17260752
2021-09-06 07:59:03,9906048
2021-09-06 07:59:33,20993904
2021-09-06 08:00:03,10844800
2021-09-06 08:00:34,8227264
2021-09-06 08:01:03,3443408
2021-09-06 08:01:33,8590824
2021-09-06 08:02:04,1455608
2021-09-06 08:02:33,2071904
2021-09-06 08:03:03,11292616
2021-09-06 08:03:33,2793896
2021-09-06 08:04:03,10311704
2021-09-06 08:04:33,2511648
2021-09-06 08:05:03,13418400
2021-09-06 08:05:33,5307712
2021-09-06 08:06:03,4944816
2021-09-06 08:06:33,12626632
2021-09-06 08:07:03,50136512
2021-09-06 08:07:33,17070816
2021-09-06 08:08:04,11258216
2021-09-06 08:08:33,14888608
2021-09-06 08:09:03,15314248
2021-09-06 08:09:33,10776920
2021-09-06 08:10:03,30397464
2021-09-06 08:10:33,3729568
2021-09-06 08:11:03,7260544
2021-09-06 08:11:34,5733496
2021-09-06 08:12:03,2568952
2021-09-06 08:12:33,3901328
2021-09-06 08:13:03,4044400
2021-09-06 08:13:33,5050736
2021-09-06 08:14:03,5971640
2021-09-06 08:14:33,24067272
2021-09-06 08:15:03,6168288
2021-09-06 08:15:33,1086440
2021-09-06 08:16:03,21310936
2021-09-06 08:16:33,23501824
2021-09-06 08:17:03,13049664
2021-09-06 08:17:33,28665608
2021-09-06 08:18:03,14490232
2021-09-06 08:18:33,2734008
2021-09-06 08:19:03,33039160
2021-09-06 08:19:33,19762232
2021-09-06 08:20:03,12793320
2021-09-06 08:20:33,11138712
2021-09-06 08:21:03,11749568
2021-09-06 08:21:33,7274368
2021-09-06 08:22:03,32101552
2021-09-06 08:22:33,65216728
2021-09-06 08:23:03,5047368
2021-09-06 08:23:33,30915648
2021-09-06 08:24:03,13978736
2021-09-06 08:24:33,30148752
2021-09-06 08:25:03,22172416
2021-09-06 08:25:33,1310008
2021-09-06 08:26:03,9356304
2021-09-06 08:26:33,11350768
2021-09-06 08:27:03,1096528
2021-09-06 08:27:33,12197392
2021-09-06 08:28:03,9904104
2021-09-06 08:28:33,2666464
2021-09-06 08:29:03,55225600
2021-09-06 08:29:33,13418560
2021-09-06 08:30:03,32520416
2021-09-06 08:30:33,11558528
2021-09-06 08:31:03,9085096
