Data Hora,QtdBites
2021-09-07 14:58:33,1001576
2021-09-07 14:59:03,711160
2021-09-07 14:59:33,367688
2021-09-07 15:00:03,1463560
2021-09-07 15:00:33,862616
2021-09-07 15:01:03,407800
2021-09-07 15:01:33,468776
2021-09-07 15:02:04,1304152
2021-09-07 15:02:34,37989640
2021-09-07 15:03:04,4938232
2021-09-07 15:03:33,46613552
2021-09-07 15:04:03,58942664
2021-09-07 15:04:33,2128360
2021-09-07 15:05:03,131605672
2021-09-07 15:05:33,40173048
2021-09-07 15:06:03,346520
2021-09-07 15:06:34,374936
2021-09-07 15:07:03,33497664
2021-09-07 15:07:33,48967144
2021-09-07 15:08:03,1128896
2021-09-07 15:08:33,416496
2021-09-07 15:09:03,936360
2021-09-07 15:09:33,1554800
2021-09-07 15:10:03,12643480
2021-09-07 15:10:33,14037104
2021-09-07 15:11:03,1927632
2021-09-07 15:11:33,494200
2021-09-07 15:12:03,3528520
2021-09-07 15:12:33,1079536
2021-09-07 15:13:03,549848
2021-09-07 15:13:33,600920
2021-09-07 15:14:03,52068200
2021-09-07 15:14:33,18478616
2021-09-07 15:15:03,3547232
2021-09-07 15:15:33,2262208
2021-09-07 15:16:03,860904
2021-09-07 15:16:33,1085656
2021-09-07 15:17:03,566264
2021-09-07 15:17:33,1003064
2021-09-07 15:18:03,1532712
2021-09-07 15:18:33,1754888
2021-09-07 15:19:03,39057328
2021-09-07 15:19:33,24464968
2021-09-07 15:20:03,2173080
2021-09-07 15:20:33,2751432
2021-09-07 15:21:03,2081176
2021-09-07 15:21:33,5484728
2021-09-07 15:22:03,1973920
2021-09-07 15:22:33,2775104
2021-09-07 15:23:03,11873488
2021-09-07 15:23:33,964256
2021-09-07 15:24:03,732248
2021-09-07 15:24:33,14225352
2021-09-07 15:25:03,28616856
2021-09-07 15:25:33,27169664
2021-09-07 15:26:03,4634856
2021-09-07 15:26:33,5427680
2021-09-07 15:27:03,7315256
2021-09-07 15:27:33,2034640
2021-09-07 15:28:03,1516160
2021-09-07 15:28:33,2102384
2021-09-07 15:29:03,2265360
2021-09-07 15:29:33,3148552
2021-09-07 15:30:03,1915032
2021-09-07 15:30:33,1420056
2021-09-07 15:31:03,893776
2021-09-07 15:31:33,25123856
2021-09-07 15:32:03,7934728
2021-09-07 15:32:33,1297080
2021-09-07 15:33:03,936784
2021-09-07 15:33:33,2957872
2021-09-07 15:34:03,4029880
2021-09-07 15:34:33,1401944
2021-09-07 15:35:03,26748376
2021-09-07 15:35:33,834432
2021-09-07 15:36:03,946456
2021-09-07 15:36:33,1372328
2021-09-07 15:37:03,938616
2021-09-07 15:37:33,1689528
2021-09-07 15:38:03,3001648
2021-09-07 15:38:33,587936
2021-09-07 15:39:03,391400
2021-09-07 15:39:33,708320
2021-09-07 15:40:03,597896
2021-09-07 15:40:33,1158128
2021-09-07 15:41:03,1074760
2021-09-07 15:41:33,1046952
2021-09-07 15:42:03,560728
2021-09-07 15:42:33,1093672
2021-09-07 15:43:03,544248
2021-09-07 15:43:33,501944
2021-09-07 15:44:03,510224
2021-09-07 15:45:03,34579448
2021-09-07 15:45:33,32891224
2021-09-07 15:46:03,58063648
2021-09-07 15:46:33,42366208
2021-09-07 15:47:03,39075240
2021-09-07 15:47:33,39098288
2021-09-07 15:48:03,24463112
2021-09-07 15:48:33,638952
2021-09-07 15:49:03,469288
2021-09-07 15:49:33,567888
2021-09-07 15:50:03,664584
2021-09-07 15:50:33,465656
2021-09-07 15:51:03,964624
2021-09-07 15:51:33,1094840
2021-09-07 15:52:03,818376
2021-09-07 15:52:33,971792
2021-09-07 15:53:03,1392632
2021-09-07 15:53:33,856360
2021-09-07 15:54:03,1368536
2021-09-07 15:54:33,1297832
2021-09-07 15:55:03,475160
2021-09-07 15:55:33,743560
2021-09-07 15:56:03,815368
2021-09-07 15:56:33,711880
2021-09-07 15:57:03,716120
2021-09-07 15:57:33,778496
2021-09-07 15:58:03,2236984
2021-09-07 15:58:33,3861296
2021-09-07 15:59:03,1408456
2021-09-07 15:59:33,67265816
2021-09-07 16:00:03,1260216
2021-09-07 16:00:34,896768
2021-09-07 16:01:03,681520
2021-09-07 16:01:33,572256
2021-09-07 16:02:04,1313768
2021-09-07 16:02:33,796376
2021-09-07 16:03:03,2266760
2021-09-07 16:03:34,59194840
2021-09-07 16:04:03,19742144
2021-09-07 16:04:33,705000
2021-09-07 16:05:03,1456688
2021-09-07 16:05:33,1384064
2021-09-07 16:06:03,1601192
2021-09-07 16:06:33,79580408
2021-09-07 16:07:03,2223824
2021-09-07 16:07:33,50279112
2021-09-07 16:08:03,759336
2021-09-07 16:08:33,1408000
2021-09-07 16:09:03,2929832
2021-09-07 16:09:33,883928
2021-09-07 16:10:03,1110976
2021-09-07 16:10:33,1089096
2021-09-07 16:11:03,1732968
2021-09-07 16:11:33,2466696
2021-09-07 16:12:03,551040
2021-09-07 16:12:33,2730760
2021-09-07 16:13:03,859648
2021-09-07 16:13:33,1040528
2021-09-07 16:14:03,2420960
2021-09-07 16:14:33,2722904
2021-09-07 16:15:04,133391080
2021-09-07 16:15:33,75462584
2021-09-07 16:16:03,1128304
2021-09-07 16:16:33,3015520
2021-09-07 16:17:03,763440
2021-09-07 16:17:33,1035336
2021-09-07 16:18:03,1301816
2021-09-07 16:18:33,1358568
2021-09-07 16:19:03,808608
2021-09-07 16:19:33,1199048
2021-09-07 16:20:03,2619392
2021-09-07 16:20:33,1367856
2021-09-07 16:21:03,1088480
2021-09-07 16:21:33,1855496
2021-09-07 16:22:03,460512
2021-09-07 16:22:33,1325720
2021-09-07 16:23:03,1114840
2021-09-07 16:23:33,643672
2021-09-07 16:24:03,863064
2021-09-07 16:24:33,646656
2021-09-07 16:25:03,661872
2021-09-07 16:25:33,1008072
2021-09-07 16:26:03,83109160
2021-09-07 16:26:33,152834720
2021-09-07 16:27:03,566064
2021-09-07 16:27:33,435496
2021-09-07 16:28:03,52188024
2021-09-07 16:29:03,1472792
2021-09-07 16:29:33,1847832
2021-09-07 16:30:03,1036600
2021-09-07 16:30:33,652144
2021-09-07 16:31:03,586288
2021-09-07 16:31:33,36509576
2021-09-07 16:32:03,1888464
2021-09-07 16:32:33,770512
2021-09-07 16:33:03,41049928
2021-09-07 16:33:33,76545032
2021-09-07 16:34:03,553136
2021-09-07 16:34:33,466808
2021-09-07 16:35:03,2296448
2021-09-07 16:35:33,1839760
2021-09-07 16:36:03,2137888
2021-09-07 16:36:33,1064296
2021-09-07 16:37:03,1328512
2021-09-07 16:37:33,5630568
2021-09-07 16:38:03,814168
2021-09-07 16:38:33,2075448
2021-09-07 16:39:03,1783288
2021-09-07 16:39:33,34114688
2021-09-07 16:40:03,3355072
2021-09-07 16:40:33,637408
2021-09-07 16:41:03,1262008
2021-09-07 16:41:33,899928
2021-09-07 16:42:03,1476560
2021-09-07 16:42:33,4313464
2021-09-07 16:43:03,2442376
2021-09-07 16:43:33,1134568
2021-09-07 16:44:03,3203504
2021-09-07 16:44:33,1486600
2021-09-07 16:45:03,22990992
2021-09-07 16:45:34,38711144
2021-09-07 16:46:03,31267888
2021-09-07 16:46:33,1728136
2021-09-07 16:47:03,324040
2021-09-07 16:47:33,12379208
2021-09-07 16:48:03,19125776
2021-09-07 16:48:33,24920208
2021-09-07 16:49:03,782184
2021-09-07 16:49:33,1889552
2021-09-07 16:50:03,3073640
2021-09-07 16:50:33,1015240
2021-09-07 16:51:03,3775216
2021-09-07 16:51:33,1526248
2021-09-07 16:52:03,3900104
2021-09-07 16:52:33,480840
2021-09-07 16:53:03,445400
2021-09-07 16:53:33,429712
2021-09-07 16:54:03,939592
2021-09-07 16:54:33,1376336
2021-09-07 16:55:03,51259464
2021-09-07 16:55:33,129401744
2021-09-07 16:56:03,904328
2021-09-07 16:56:33,1783016
2021-09-07 16:57:03,1617048
2021-09-07 16:57:33,2468368
2021-09-07 16:58:03,697000
2021-09-07 16:58:33,841200
2021-09-07 16:59:03,789672
2021-09-07 16:59:33,1153936
2021-09-07 17:00:03,3063328
2021-09-07 17:00:34,1048472
2021-09-07 17:01:03,25966096
2021-09-07 17:01:34,47649784
2021-09-07 17:02:03,692768
2021-09-07 17:02:33,628192
2021-09-07 17:03:03,1385352
2021-09-07 17:03:33,558856
2021-09-07 17:04:03,472552
2021-09-07 17:04:34,832056
2021-09-07 17:05:03,946440
2021-09-07 17:05:33,1849120
2021-09-07 17:06:03,678144
2021-09-07 17:06:33,902048
2021-09-07 17:07:03,436544
2021-09-07 17:07:33,481448
2021-09-07 17:08:03,1352216
2021-09-07 17:08:33,546768
2021-09-07 17:09:03,545160
2021-09-07 17:09:33,347176
2021-09-07 17:10:03,362208
2021-09-07 17:10:33,536544
2021-09-07 17:11:03,1404720
2021-09-07 17:11:33,493448
2021-09-07 17:12:03,676720
2021-09-07 17:12:33,3539584
2021-09-07 17:13:03,3673192
2021-09-07 17:13:33,3469088
2021-09-07 17:14:03,859064
2021-09-07 17:14:33,530488
2021-09-07 17:15:03,61107056
2021-09-07 17:15:33,62844520
2021-09-07 17:16:03,40593680
2021-09-07 17:16:33,140815312
2021-09-07 17:17:03,38467064
2021-09-07 17:17:33,564824
2021-09-07 17:18:04,3808984
2021-09-07 17:18:33,1406472
2021-09-07 17:19:03,13235648
2021-09-07 17:19:33,7024648
2021-09-07 17:20:03,485960
2021-09-07 17:20:33,1062224
2021-09-07 17:21:03,3218848
2021-09-07 17:21:33,413072
2021-09-07 17:22:03,425024
2021-09-07 17:22:33,840392
2021-09-07 17:23:03,444496
2021-09-07 17:23:33,616944
2021-09-07 17:24:03,993928
2021-09-07 17:24:33,480392
2021-09-07 17:25:03,671824
2021-09-07 17:25:33,447272
2021-09-07 17:26:03,483072
2021-09-07 17:26:33,6819832
2021-09-07 17:27:03,551840
2021-09-07 17:27:33,1412512
2021-09-07 17:28:03,558208
2021-09-07 17:28:33,376984
2021-09-07 17:29:03,346864
2021-09-07 17:29:33,465480
2021-09-07 17:30:04,955128
2021-09-07 17:30:33,348064
2021-09-07 17:31:03,348736
2021-09-07 17:31:33,561720
2021-09-07 17:32:03,538144
2021-09-07 17:32:33,406088
2021-09-07 17:33:03,725512
2021-09-07 17:34:03,81318544
2021-09-07 17:34:33,1231848
2021-09-07 17:35:03,1056800
2021-09-07 17:35:33,1055368
2021-09-07 17:36:03,335800
2021-09-07 17:36:33,550160
2021-09-07 17:37:03,375376
2021-09-07 17:37:33,437904
2021-09-07 17:38:03,754848
2021-09-07 17:38:33,585376
2021-09-07 17:39:03,378072
2021-09-07 17:39:33,362896
2021-09-07 17:40:03,604624
2021-09-07 17:40:33,516944
2021-09-07 17:41:03,600080
2021-09-07 17:41:33,681920
2021-09-07 17:42:03,369448
2021-09-07 17:42:33,461184
2021-09-07 17:43:03,104868304
2021-09-07 17:43:33,24657000
2021-09-07 17:44:03,30841616
2021-09-07 17:44:33,8110288
2021-09-07 17:45:03,843840
2021-09-07 17:45:33,739600
2021-09-07 17:46:03,455160
2021-09-07 17:46:33,536440
2021-09-07 17:47:03,3559928
2021-09-07 17:47:33,1389040
2021-09-07 17:48:03,1086944
2021-09-07 17:48:33,498112
2021-09-07 17:49:03,1032120
2021-09-07 17:49:33,325144
2021-09-07 17:50:03,798024
2021-09-07 17:50:33,320744
2021-09-07 17:51:03,367752
2021-09-07 17:51:33,526224
2021-09-07 17:52:03,680328
2021-09-07 17:52:33,1651480
2021-09-07 17:53:04,1022296
2021-09-07 17:53:33,17045160
2021-09-07 17:54:03,61374464
2021-09-07 17:54:33,621048
2021-09-07 17:55:03,1142056
2021-09-07 17:55:33,744376
2021-09-07 17:56:03,754656
2021-09-07 17:56:33,394320
2021-09-07 17:57:03,60470000
2021-09-07 17:57:33,105610944
2021-09-07 17:58:03,826816
2021-09-07 17:58:33,530336
2021-09-07 17:59:03,570928
2021-09-07 17:59:33,1412008
2021-09-07 18:00:03,1527704
2021-09-07 18:00:35,861904
2021-09-07 18:01:03,4764488
2021-09-07 18:01:34,411152
2021-09-07 18:02:03,1262320
2021-09-07 18:02:33,1147208
2021-09-07 18:03:03,2013720
2021-09-07 18:03:33,755864
2021-09-07 18:04:03,62212680
2021-09-07 18:04:33,22870352
2021-09-07 18:05:03,20780808
2021-09-07 18:05:33,533720
2021-09-07 18:06:04,354456
2021-09-07 18:06:34,2902024
2021-09-07 18:07:03,1374400
2021-09-07 18:07:33,611928
2021-09-07 18:08:03,402576
2021-09-07 18:08:33,360344
2021-09-07 18:09:03,381864
2021-09-07 18:09:33,453032
2021-09-07 18:10:03,696616
2021-09-07 18:10:33,544784
2021-09-07 18:11:03,321664
2021-09-07 18:11:33,375880
2021-09-07 18:12:03,890888
2021-09-07 18:12:33,846056
2021-09-07 18:13:03,1518656
2021-09-07 18:13:33,965512
2021-09-07 18:14:03,687280
2021-09-07 18:14:33,579352
2021-09-07 18:15:03,3852664
2021-09-07 18:15:34,593232
2021-09-07 18:16:03,800552
2021-09-07 18:16:33,652960
2021-09-07 18:17:03,862432
2021-09-07 18:17:33,1561360
2021-09-07 18:18:03,2912320
2021-09-07 18:18:33,1540856
2021-09-07 18:19:03,313952
2021-09-07 18:19:33,396840
2021-09-07 18:20:03,964008
2021-09-07 18:20:33,942072
2021-09-07 18:21:03,1505976
2021-09-07 18:21:33,790984
2021-09-07 18:22:03,855720
2021-09-07 18:22:33,1392832
2021-09-07 18:23:03,1263840
2021-09-07 18:23:33,1127240
2021-09-07 18:24:03,1410096
2021-09-07 18:24:33,1795872
2021-09-07 18:25:03,1307352
2021-09-07 18:25:33,1366096
2021-09-07 18:26:03,2166744
2021-09-07 18:26:33,1733536
2021-09-07 18:27:03,1095240
2021-09-07 18:27:33,889600
2021-09-07 18:28:03,1159536
2021-09-07 18:28:33,712848
2021-09-07 18:29:03,9279808
2021-09-07 18:29:34,443816
2021-09-07 18:30:03,184278992
2021-09-07 18:30:33,144669616
2021-09-07 18:31:33,68753864
2021-09-07 18:32:03,37789480
2021-09-07 18:32:33,1310680
2021-09-07 18:33:03,485864
2021-09-07 18:33:33,307760
2021-09-07 18:34:03,298904
2021-09-07 18:34:33,447864
2021-09-07 18:35:03,635376
2021-09-07 18:35:33,105497112
2021-09-07 18:36:03,347280
2021-09-07 18:36:33,298224
2021-09-07 18:37:03,443752
2021-09-07 18:37:33,1317104
2021-09-07 18:38:03,5199816
2021-09-07 18:38:33,1097296
2021-09-07 18:39:03,1718984
2021-09-07 18:39:34,1227488
2021-09-07 18:40:03,1363976
2021-09-07 18:40:33,1836672
2021-09-07 18:41:03,752520
2021-09-07 18:41:33,1228696
2021-09-07 18:42:03,347504
2021-09-07 18:42:33,499128
2021-09-07 18:43:03,833592
2021-09-07 18:43:33,1317072
2021-09-07 18:44:03,1202768
2021-09-07 18:44:33,774424
2021-09-07 18:45:03,3586352
2021-09-07 18:45:33,4158472
2021-09-07 18:46:03,14333064
2021-09-07 18:46:33,16020000
2021-09-07 18:47:03,1378480
2021-09-07 18:47:33,717152
2021-09-07 18:48:03,920976
2021-09-07 18:48:33,2249816
2021-09-07 18:49:03,1371568
2021-09-07 18:49:33,604320
2021-09-07 18:50:03,768808
2021-09-07 18:50:33,425824
2021-09-07 18:51:03,450480
2021-09-07 18:51:33,980064
2021-09-07 18:52:03,3460552
2021-09-07 18:52:33,601592
2021-09-07 18:53:03,721224
2021-09-07 18:53:33,3717312
2021-09-07 18:54:03,398112
2021-09-07 18:54:33,317704
2021-09-07 18:55:03,331096
2021-09-07 18:55:33,312200
2021-09-07 18:56:03,408000
2021-09-07 18:56:33,470576
2021-09-07 18:57:03,366968
2021-09-07 18:57:33,406944
2021-09-07 18:58:03,3415840
2021-09-07 18:58:33,390144
2021-09-07 18:59:03,1094928
2021-09-07 18:59:33,790656
2021-09-07 19:00:03,1235240
2021-09-07 19:00:33,743168
2021-09-07 19:01:03,413648
2021-09-07 19:01:34,490472
2021-09-07 19:02:03,928552
2021-09-07 19:02:33,528112
2021-09-07 19:03:03,712088
2021-09-07 19:03:33,1365752
2021-09-07 19:04:03,362288
2021-09-07 19:04:33,32041872
2021-09-07 19:05:03,1637304
2021-09-07 19:05:33,496144
2021-09-07 19:06:03,337536
2021-09-07 19:06:33,472424
2021-09-07 19:07:03,406520
2021-09-07 19:07:33,632632
2021-09-07 19:08:03,316152
2021-09-07 19:08:33,387056
2021-09-07 19:09:03,751768
2021-09-07 19:09:33,913752
2021-09-07 19:10:03,454024
2021-09-07 19:10:33,322848
2021-09-07 19:11:03,408528
2021-09-07 19:11:33,529480
2021-09-07 19:12:04,1017248
2021-09-07 19:12:33,587768
2021-09-07 19:13:03,515944
2021-09-07 19:13:33,452616
2021-09-07 19:14:03,587616
2021-09-07 19:14:33,668648
2021-09-07 19:15:03,1031768
2021-09-07 19:15:33,1503608
2021-09-07 19:16:03,954640
2021-09-07 19:16:33,792368
2021-09-07 19:17:03,606336
2021-09-07 19:17:33,484768
2021-09-07 19:18:03,312696
2021-09-07 19:18:33,411752
2021-09-07 19:19:03,648080
2021-09-07 19:19:33,781416
2021-09-07 19:20:03,328648
2021-09-07 19:20:33,780496
2021-09-07 19:21:03,473184
2021-09-07 19:21:33,885312
2021-09-07 19:22:03,869968
2021-09-07 19:22:33,798152
2021-09-07 19:23:03,577712
2021-09-07 19:23:33,418712
2021-09-07 19:24:03,325296
2021-09-07 19:24:33,417328
2021-09-07 19:25:03,314256
2021-09-07 19:25:33,302672
2021-09-07 19:26:03,424432
2021-09-07 19:26:33,284320
2021-09-07 19:27:03,453656
2021-09-07 19:27:33,449472
2021-09-07 19:28:03,523800
2021-09-07 19:28:33,410288
2021-09-07 19:29:03,509592
2021-09-07 19:29:33,565200
2021-09-07 19:30:03,474120
2021-09-07 19:30:33,1055328
2021-09-07 19:31:03,560160
2021-09-07 19:31:33,634552
2021-09-07 19:32:03,422216
2021-09-07 19:32:33,716776
2021-09-07 19:33:03,262728
2021-09-07 19:33:33,294280
2021-09-07 19:34:03,268360
2021-09-07 19:34:33,308584
2021-09-07 19:35:03,301944
2021-09-07 19:35:33,350216
2021-09-07 19:36:03,462880
2021-09-07 19:36:33,328728
2021-09-07 19:37:03,350696
2021-09-07 19:37:33,316856
2021-09-07 19:38:03,291624
2021-09-07 19:38:33,312512
2021-09-07 19:39:03,429944
2021-09-07 19:39:33,357152
2021-09-07 19:40:03,325576
2021-09-07 19:40:33,337648
2021-09-07 19:41:03,411016
2021-09-07 19:41:33,382008
2021-09-07 19:42:03,3096512
2021-09-07 19:42:33,1279392
2021-09-07 19:43:03,308816
2021-09-07 19:43:33,339688
2021-09-07 19:44:03,299040
2021-09-07 19:44:33,512928
2021-09-07 19:45:03,320696
2021-09-07 19:45:33,367416
2021-09-07 19:46:03,969312
2021-09-07 19:46:33,755192
2021-09-07 19:47:03,297552
2021-09-07 19:47:33,305344
2021-09-07 19:48:03,337568
2021-09-07 19:48:33,1015568
2021-09-07 19:49:03,318000
2021-09-07 19:49:33,283536
2021-09-07 19:50:03,423976
2021-09-07 19:50:33,5278304
2021-09-07 19:51:03,306472
2021-09-07 19:51:33,310376
2021-09-07 19:52:03,403536
2021-09-07 19:52:33,841792
2021-09-07 19:53:03,765880
2021-09-07 19:53:33,376184
2021-09-07 19:54:03,296128
2021-09-07 19:54:33,374816
2021-09-07 19:55:03,429096
2021-09-07 19:55:33,354400
2021-09-07 19:56:03,409888
2021-09-07 19:56:33,488552
2021-09-07 19:57:03,556152
2021-09-07 19:57:33,450584
2021-09-07 19:58:03,3668376
2021-09-07 19:58:33,10679224
2021-09-07 19:59:03,298880
2021-09-07 19:59:33,632944
2021-09-07 20:00:03,5214040
2021-09-07 20:00:34,694832
2021-09-07 20:01:03,799496
2021-09-07 20:01:33,439792
2021-09-07 20:02:04,424504
2021-09-07 20:02:33,411968
2021-09-07 20:03:03,353096
2021-09-07 20:03:33,389344
2021-09-07 20:04:03,626688
2021-09-07 20:04:33,765904
2021-09-07 20:05:03,477128
2021-09-07 20:05:33,165327608
2021-09-07 20:06:04,96374392
2021-09-07 20:06:33,2230400
2021-09-07 20:07:03,3546184
2021-09-07 20:07:33,652136
2021-09-07 20:08:03,512104
2021-09-07 20:08:33,375128
2021-09-07 20:09:03,145456552
2021-09-07 20:09:33,13745504
2021-09-07 20:10:03,796968
2021-09-07 20:10:33,824104
2021-09-07 20:11:03,395112
2021-09-07 20:11:33,950208
2021-09-07 20:12:03,1536224
2021-09-07 20:12:33,1128064
2021-09-07 20:13:03,635072
2021-09-07 20:13:33,1454920
2021-09-07 20:14:03,1092248
2021-09-07 20:14:33,847088
2021-09-07 20:15:03,8800424
2021-09-07 20:15:33,554336
2021-09-07 20:16:03,22823808
2021-09-07 20:16:33,29158024
2021-09-07 20:17:03,607736
2021-09-07 20:17:33,366672
2021-09-07 20:18:03,360616
2021-09-07 20:18:33,287408
2021-09-07 20:19:03,2591544
2021-09-07 20:19:33,398440
2021-09-07 20:20:03,377600
2021-09-07 20:20:33,403696
2021-09-07 20:21:03,655920
2021-09-07 20:21:33,430904
2021-09-07 20:22:03,1939072
2021-09-07 20:22:33,456888
2021-09-07 20:23:03,505048
2021-09-07 20:23:33,1018384
2021-09-07 20:24:03,1579232
2021-09-07 20:24:33,1359976
2021-09-07 20:25:03,780400
2021-09-07 20:25:33,378112
2021-09-07 20:26:03,80359192
2021-09-07 20:26:33,9203968
2021-09-07 20:27:03,320680
2021-09-07 20:27:33,760392
2021-09-07 20:28:03,9779568
2021-09-07 20:28:33,430744
2021-09-07 20:29:03,509392
2021-09-07 20:29:33,685776
2021-09-07 20:30:03,546024
2021-09-07 20:30:33,1012480
2021-09-07 20:31:03,765816
2021-09-07 20:31:33,533920
2021-09-07 20:32:03,437904
2021-09-07 20:32:33,553120
2021-09-07 20:33:03,312224
2021-09-07 20:33:33,423824
2021-09-07 20:34:03,349136
2021-09-07 20:34:33,362848
2021-09-07 20:35:03,325168
2021-09-07 20:35:33,364616
2021-09-07 20:36:03,666144
2021-09-07 20:36:33,732792
2021-09-07 20:37:03,298144
2021-09-07 20:37:33,325880
2021-09-07 20:38:03,371704
2021-09-07 20:38:33,348600
2021-09-07 20:39:03,307280
2021-09-07 20:39:33,527536
2021-09-07 20:40:03,1422944
2021-09-07 20:41:04,44553272
2021-09-07 20:41:33,41445688
2021-09-07 20:42:03,694672
2021-09-07 20:42:33,528512
2021-09-07 20:43:03,410272
2021-09-07 20:43:33,460416
2021-09-07 20:44:03,315648
2021-09-07 20:44:33,120126344
2021-09-07 20:45:03,5963760
2021-09-07 20:45:33,424816
2021-09-07 20:46:03,403896
2021-09-07 20:46:33,367496
2021-09-07 20:47:03,281864
2021-09-07 20:47:33,5040760
2021-09-07 20:48:03,1044976
2021-09-07 20:48:33,752928
2021-09-07 20:49:03,1121456
2021-09-07 20:49:33,1006800
2021-09-07 20:50:03,525408
2021-09-07 20:50:33,646952
2021-09-07 20:51:03,379624
2021-09-07 20:51:33,429064
2021-09-07 20:52:03,1006544
2021-09-07 20:52:33,2874056
2021-09-07 20:53:03,383808
2021-09-07 20:53:33,369264
2021-09-07 20:54:03,678744
2021-09-07 20:54:33,588392
2021-09-07 20:55:03,4701224
2021-09-07 20:55:33,13136160
2021-09-07 20:56:03,16944368
2021-09-07 20:56:33,300472
2021-09-07 20:57:03,299816
2021-09-07 20:57:33,328360
2021-09-07 20:58:03,328120
2021-09-07 20:58:33,279456
2021-09-07 20:59:03,4085480
2021-09-07 20:59:34,892472
2021-09-07 21:00:03,520296
2021-09-07 21:00:33,413856
2021-09-07 21:01:03,609128
2021-09-07 21:01:33,343888
2021-09-07 21:02:03,553176
2021-09-07 21:02:33,480008
2021-09-07 21:03:03,466128
2021-09-07 21:03:33,524072
2021-09-07 21:04:03,494632
2021-09-07 21:04:33,426128
2021-09-07 21:05:03,547888
2021-09-07 21:05:33,382352
2021-09-07 21:06:03,423680
2021-09-07 21:06:33,302184
2021-09-07 21:07:03,680064
2021-09-07 21:07:33,481120
2021-09-07 21:08:03,45916600
2021-09-07 21:08:33,12906736
2021-09-07 21:09:03,313120
2021-09-07 21:09:33,1820736
2021-09-07 21:10:03,441464
2021-09-07 21:10:33,525856
2021-09-07 21:11:03,938160
2021-09-07 21:11:33,1305304
2021-09-07 21:12:03,1038536
2021-09-07 21:12:33,519296
2021-09-07 21:13:03,447320
2021-09-07 21:13:33,1655592
2021-09-07 21:14:03,1449400
2021-09-07 21:14:33,2413632
2021-09-07 21:15:03,22088040
2021-09-07 21:15:33,38437544
2021-09-07 21:16:03,4238072
2021-09-07 21:16:33,455216
2021-09-07 21:17:03,39536744
2021-09-07 21:17:33,626392
2021-09-07 21:18:03,28978336
2021-09-07 21:18:33,2504616
2021-09-07 21:19:03,1486368
2021-09-07 21:19:33,1810768
2021-09-07 21:20:03,694392
2021-09-07 21:20:33,924608
2021-09-07 21:21:03,813688
2021-09-07 21:21:33,684480
2021-09-07 21:22:03,928888
2021-09-07 21:22:33,715424
2021-09-07 21:23:03,480480
2021-09-07 21:23:33,660536
2021-09-07 21:24:03,594536
2021-09-07 21:24:33,349632
2021-09-07 21:25:03,557304
2021-09-07 21:25:33,454080
2021-09-07 21:26:03,2470536
2021-09-07 21:26:33,579088
2021-09-07 21:27:03,400512
2021-09-07 21:27:33,293952
2021-09-07 21:28:03,316728
2021-09-07 21:28:33,581736
2021-09-07 21:29:03,572072
2021-09-07 21:29:33,26186488
2021-09-07 21:30:03,93145912
2021-09-07 21:30:33,417384
2021-09-07 21:31:03,98615624
2021-09-07 21:31:33,355384
2021-09-07 21:32:03,629312
2021-09-07 21:32:33,1086656
2021-09-07 21:33:03,735344
2021-09-07 21:33:33,758624
2021-09-07 21:34:03,422656
2021-09-07 21:34:33,11636048
2021-09-07 21:35:03,2275768
2021-09-07 21:35:33,349288
2021-09-07 21:36:03,326976
2021-09-07 21:36:33,871000
2021-09-07 21:37:03,751736
2021-09-07 21:37:34,599624
2021-09-07 21:38:03,460136
2021-09-07 21:38:33,471624
2021-09-07 21:39:03,452288
2021-09-07 21:39:33,5093208
2021-09-07 21:40:03,805504
2021-09-07 21:40:33,1320008
2021-09-07 21:41:03,937112
2021-09-07 21:41:33,425296
2021-09-07 21:42:03,326584
2021-09-07 21:42:33,397168
2021-09-07 21:43:03,446992
2021-09-07 21:43:33,505248
2021-09-07 21:44:04,755792
2021-09-07 21:44:33,386352
2021-09-07 21:45:03,20477344
2021-09-07 21:45:33,42732704
2021-09-07 21:46:03,43039472
2021-09-07 21:46:33,38420624
2021-09-07 21:47:03,1942808
2021-09-07 21:47:33,920032
2021-09-07 21:48:03,484488
2021-09-07 21:48:33,634376
2021-09-07 21:49:03,1234528
2021-09-07 21:49:33,2160576
2021-09-07 21:50:03,3523432
2021-09-07 21:50:33,509928
2021-09-07 21:51:03,406632
2021-09-07 21:51:33,435136
2021-09-07 21:52:03,429160
2021-09-07 21:52:33,365096
2021-09-07 21:53:03,410360
2021-09-07 21:53:33,553448
2021-09-07 21:54:04,385304
2021-09-07 21:54:33,534800
2021-09-07 21:55:03,1262192
2021-09-07 21:55:33,815520
2021-09-07 21:56:03,2631584
2021-09-07 21:56:33,601096
2021-09-07 21:57:03,622160
2021-09-07 21:57:33,384768
2021-09-07 21:58:03,339384
2021-09-07 21:58:33,406664
2021-09-07 21:59:03,481592
2021-09-07 21:59:33,765352
2021-09-07 22:00:03,528424
2021-09-07 22:00:34,921776
2021-09-07 22:01:03,328296
2021-09-07 22:01:33,747776
2021-09-07 22:02:03,822280
2021-09-07 22:02:33,39690296
2021-09-07 22:03:03,978408
2021-09-07 22:03:33,458112
2021-09-07 22:04:03,434856
2021-09-07 22:04:33,664456
2021-09-07 22:05:03,379008
2021-09-07 22:05:33,900920
2021-09-07 22:06:03,814328
2021-09-07 22:06:33,1285376
